01020003	014E14
0102862B	019035
01028636	019026
01028637	019088
01028645	01908D
01028654	01028654
01028655	01902D
0102865A	018FC8
0102865C	0148B1
01028666	01028654
01028679	01028679
0102867C	0190E2
01028682	01909F
0102868A	0190A9
0102868F	0190B8
01028692	01028679
01028693	01912A
010286A0	0190AF
010286A8	0190C8
010286AC	0190B1
010286C4	0190B9
010286CB	010286CB
010286CE	010286CB
010286D9	0148C2
010286E6	0190E1
010286EB	019ECE
010286F3	0148E0
010286F7	0190FD
010286F8	019120
01028724	01028737
01028725	0190E6
01028726	0190E0
01028737	01028737
01028739	0190D6
01028741	0190C7
0102874B	0102874B
0102874C	0102874C
0102875D	0102874C
01028760	0102874B
01028765	0190CE
0102876C	019126
0102876E	0190B9
01028778	01028778
01028782	019144
01028784	0190AE
01028785	0190FF
01028787	0190EF
01028789	019104
0102878F	0190F8
01028792	0148E2
01028796	019143
010287A1	0190D0
010287AF	019138
010287B3	015293
010287B5	01912E
010287BC	019124
010287C0	019ECE
010287C4	010287C4
010287C5	010287C4
010287CC	019129
010287CE	019145
010287EC	01028778
010287F4	019173
010287F7	019185
010287FB	019171
01028801	019156
01028802	019190
0102880F	01918D
01028811	019161
01028812	0148F2
01028813	0148EA
01028814	014909
01028815	01919F
01028817	0191A0
01028820	019192
01028827	0148F5
0102882A	019189
01028845	01919A
01028855	010288A1
01028860	019191
01028869	0191B1
0102886A	019161
01028880	019175
0102888B	0102888B
0102888C	0102888C
0102889A	01919D
010288A1	010288A1
010288A4	0102888B
010288A5	01490D
010288A9	0189DE
010288AC	019174
010288AD	019165
010288B0	0148FD
010288BD	019178
010288BE	0191B9
010288CB	019162
010288E0	0191B3
010288F2	014918
010288F7	0102888C
01028907	019199
01028909	0191B2
0102890C	0191B0
0102890D	0191BD
01028913	017737
0102894A	0191F3
0102894C	019279
0102894D	01928E
0102894F	0191DC
01028966	01028966
01028969	0194A4
01028979	01924B
0102897B	01920C
0102899F	01950B
010289AD	0194F9
010289B0	0193D0
010289B2	019263
010289E6	019303
010289E9	01940B
010289EB	01525A
010289EC	01028966
010289F2	019371
010289F4	01933D
01028A37	01934E
01028A39	01028A39
01028A3B	0193FA
01028A89	019357
01028A8D	01492C
01028A8E	01942D
01028A90	0194AD
01028A93	019363
01028ACF	0192DD
01028AD0	01928D
01028AD8	019537
01028AFC	0193CA
01028AFD	0194E7
01028B10	019562
01028B5B	019574
01028B5C	019558
01028B5D	0194E9
01028B5E	0193CD
01028B7C	019563
01028B92	01028B92
01028B93	019564
01028B94	01932A
01028BAB	01944B
01028BDF	01956C
01028BE0	01028B92
01028BE1	019448
01028BE3	01494F
01028C0C	019367
01028C1F	01496F
01028C24	0194C4
01028CB4	018D0E
01028CFE	017950
01028D01	019610
01028D14	018F9F
01028D41	01960E
01028D9D	01587E
01028DF7	0195FD
01028E0F	01961C
01028E18	01962E
01028E1D	016C0F
01028E42	015799
01028E4A	019655
01028E4E	019650
01028E5F	01964B
01028E76	018DFB
01028E77	018DFB
01028EA8	019102
01028EB5	01961F
01028ED5	018DFB
01028EF6	019699
01028F11	01579E
01028F4D	018C44
01028F58	018DFB
01028F80	0196B6
01028FA5	019E49
01028FF3	019E70
0102900C	0179BB
01029018	019E5E
01029021	0196BE
01029042	0102168A
01029050	019E6D
010290EC	019634
0102911B	014A2F
0102911F	017691
01029147	018500
0102915F	0196F9
010291ED	01021326
01029242	019765
0102926A	017E19
0102927C	017EC5
01029293	019299
010292A6	0172E9
010292B3	015DE9
010292CE	015014
010292F0	017EA3
0102933B	0197AD
01029359	018F56
0102937F	014A87
0102940A	019F51
0102942D	018C02
0102944B	019875
0102947C	019887
01029486	019876
01029491	017736
0102949B	01621A
010294B5	019877
010294CB	018D56
010294EB	0189E0
01029516	017C7B
0102951A	017FC1
0102951C	019882
01029530	01663E
0102953A	019885
01029553	019884
01029554	014AF0
0102958E	0185A8
01029593	0198A6
010295CB	015E06
010295D7	0198D3
0102964E	0150A9
01029681	0198DF
0102968A	019968
0102968E	019965
0102968F	0198E7
010296B7	017C92
010296CA	019971
010296DD	019179
0102970B	019977
01029719	019976
0102972F	01998A
01029759	0155DC
010297B9	01990D
01029810	019996
01029839	015278
01029851	0199A5
010298BE	014B8B
010298CA	014B85
010298E1	014B80
0102991D	019A9B
010299A6	01810F
010299B6	010299B6
010299BC	019A86
010299D9	019AA0
010299E2	019A8B
01029A23	0180AA
01029A3A	0180AE
01029A43	015E72
01029A8B	0187AF
01029AA0	0181BA
01029AEB	019674
01029C6C	016DCB
01029D40	014C31
01029D4B	019C7C
01029DD5	014C76
01029EB4	019CD7
01029EDB	014C8B
01029F06	019CA4
01029F1C	01027410
01029F1E	019CA4
01029F97	019CED
01029FC7	0196C7
0102A057	019E2D
0102A069	0196C9
0102A0A1	019E4F
0102A1AA	019DC7
0102A1B4	014CEB
0102A1BE	019E51
0102A280	01490E
0102A2A8	019E82
0102A2E7	019E9D
0102A301	018292
0102A311	0171AC
0102A369	019992
0102A396	017CDC
0102A424	019C7F
0102A45B	019709
0102A471	01526D
0102A4A0	019EEF
0102A4DC	0186BE
0102A4ED	0145A6
0102A4F6	019F07
0102A505	015458
0102A5A6	016D95
0102A5C7	018110
0102A5C9	017CA2
0102A60F	018E00
0102F80A	0150E7
0102F80E	01514D
0102F80F	015154
0102F827	0152E4
0102F828	0152FA
0102F833	01537F
0102F835	017070
0102F83B	015406
0102F849	0155B3
0102F850	015207
0102F873	015C06
0102F877	015C60
0102F87A	015C8D
0102F8A1	01614C
0102F8B8	0162D4
0102F8D0	013B08
0102F8DB	01675E
0102F8DC	016753
0102F908	016E2F
0102F90C	016EC7
0102F934	018564
0102F93D	0176C2
0102F940	0176F4
0102F997	0185BE
0102F9AA	018516
0102F9AE	018542
0102F9C3	018860
0102F9D5	018D32
0102F9D6	018D63
0102F9DF	018F93
0102F9E9	0192D8
0102FA18	019EFE
013401	013401
013405	014E94
013421	0161E6
013428	013428
013430	014FE1
013433	015140
013439	014EE1
013442	014EFF
013444	014FAE
013447	013473
013464	015A8C
013473	013473
013474	014FB5
013477	016001
01347A	014FCA
01347D	01508F
013493	013493
013497	015113
01349F	01349F
0134A0	0134A0
0134A4	016151
0134A8	014ED9
0134A9	0134A9
0134B2	018D22
0134B3	014E24
0134B6	01516C
0134BB	0134BB
0134C2	015BC7
0134CA	016D1E
0134D5	01706D
0134DB	01529F
0134DC	015E7C
0134DD	015211
0134DE	0134DE
0134F6	019532
013503	017EDD
013509	01529A
01350D	01350D
013510	013510
013517	013517
013518	019EDC
01351C	0152C3
013521	013521
013523	013523
013529	013529
01352D	015319
013534	013534
013536	013536
01353A	014E16
01353D	015363
013547	01782C
013548	015EA1
013551	0153A8
013555	015E7B
013556	017D20
01355A	01722A
01355B	0153CB
01355C	0153F2
01355E	015237
013560	0153CC
013564	0153F4
013565	014EE5
013567	013567
01357A	01547A
01357C	0154C5
013584	01558C
013595	013596
013596	013596
01359E	01558E
0135A0	0190A3
0135A5	0135A5
0135B6	018AF2
0135BE	0154A2
0135C1	0135C1
0135C6	0155DD
0135CB	015589
0135D0	0155D1
0135D6	015556
0135D8	0135D8
0135E4	015601
0135FD	0154CD
01360E	01361A
013611	0156C7
013613	018C30
013615	015682
01361A	01361A
013625	0156EE
01362B	015883
01362F	01573A
013631	01574D
013637	01827E
01363B	015794
01363F	01573C
013641	015776
01365A	0157B6
013662	015881
01366A	01366A
013672	0158C5
01367C	015792
013689	015903
01368C	014F19
01368F	015930
013690	015957
013695	013695
013696	013696
0136A2	015974
0136A3	0159E3
0136A9	0159CC
0136B3	0159BF
0136B6	0159D2
0136CD	0136CD
0136D1	0136D1
0136D4	0159A6
0136D5	0159F6
0136D7	0136D7
0136DB	015A20
0136E4	015B4B
0136E9	0159AF
0136EE	015AC2
0136F0	015A5A
0136F3	0136F3
0136FD	0159D7
01370F	015998
013711	015A46
01371C	015AEF
013724	013724
013727	013727
01372E	01372E
013735	01349F
013737	013737
01373B	015A08
01373D	015B50
01373E	015B69
01373F	013428
013740	01597D
013745	013745
013748	015B6A
013749	015BA3
01374A	015B88
01374B	015BE5
01374C	01759A
01374D	015199
013754	013754
013756	015B9C
013759	015BC5
01375B	015BBF
013762	015B87
013765	013765
013766	015BEF
013769	016177
01376F	014FA8
013774	015213
013777	015BFB
013791	015C3E
013795	015C51
0137A1	015C55
0137A2	014E4B
0137AF	015C7A
0137B6	015CB7
0137B9	015CA2
0137C1	015CB8
0137CF	0137CF
0137D2	015CEE
0137D4	0137CF
0137E5	015D7E
0137E7	015D3F
0137E9	015CB7
0137ED	015CB7
0137FA	015D5D
0137FC	013802
0137FD	0137FD
013800	015C9B
013801	015D7E
013802	013802
013804	015D8D
013810	015CE4
013812	0137FD
013817	015DB4
01381C	015DB7
01381D	015DD1
01382D	015C55
013836	015E06
013838	01886D
013860	015E27
013873	015E95
01387F	0165A5
013882	013888
013888	013888
013898	015EC9
0138AA	015F19
0138AE	015F1B
0138B4	01897F
0138BD	019975
0138CB	014E39
0138E6	019036
0138EB	0152A8
0138F1	0147C4
0138F2	015FAE
0138FC	015FCD
013900	015FD8
013901	015FDD
013902	016025
013903	0159A8
013905	017231
013907	0161CA
013913	017B28
013918	013918
013919	016069
01391B	016041
01391F	016050
013924	01395A
013929	01606A
01392A	016028
01392C	01605A
013930	01600D
013931	013931
01393A	01614C
013943	0195F7
01394B	01506F
01395A	01395A
01395E	019083
013964	0177DC
013966	0160EC
013967	01987A
01396B	0160C7
01396E	013918
013971	0160B1
013975	016141
01398D	016115
013994	01538C
013996	0161D1
01399E	0161E4
0139A0	01603C
0139A4	0161FF
0139A7	0161AF
0139AF	016216
0139B8	01621F
0139BE	01624A
0139BF	016237
0139CF	016386
0139D0	0139D0
0139D6	01627C
0139DF	0139DF
0139E8	01624F
0139F1	0162FF
0139FC	014FF5
0139FF	016450
013A08	016324
013A14	0164BC
013A15	01650D
013A17	016377
013A23	0162E5
013A24	0139DF
013A26	0139D0
013A2F	016269
013A3F	01636E
013A40	01636E
013A41	0169B7
013A4E	0164EB
013A55	0162CE
013A57	01643A
013A65	016515
013A66	01643A
013A6C	013A6C
013A73	0139D0
013A75	0164DC
013A7A	013A7A
013A7B	016530
013A85	0166F4
013A86	013A86
013A89	016546
013A9D	0162E3
013A9F	016566
013AA3	016572
013AC1	0165AD
013AC4	0165C1
013AC5	0165D7
013ACB	0165C3
013AD1	0165E8
013AD4	01826E
013ADE	013AE6
013AE6	013AE6
013AE7	0166B4
013AEA	016625
013AF3	016668
013AFA	016614
013B01	013B01
013B08	013B08
013B0C	01666F
013B0D	0166DD
013B15	013B15
013B19	016690
013B1C	01664B
013B20	016652
013B21	013B21
013B25	0166B4
013B27	0166B4
013B29	0166B3
013B31	0166FF
013B4A	016790
013B4B	0168D2
013B4E	0168E1
013B59	013B59
013B71	015323
013B7B	0168E0
013B84	01699C
013B86	016AF1
013B8B	01682F
013B8C	0168C9
013B8E	01676F
013BA3	016982
013BAE	016854
013BB3	01681A
013BB5	016834
013BC7	016890
013BC8	016A15
013BCD	016868
013BD0	01692D
013BD3	0169BB
013BD6	013B59
013BDF	019E93
013BE3	0168FB
013BE6	0168CB
013BEA	0168C2
013C02	0168EF
013C05	016A00
013C09	01699B
013C0F	017BD9
013C10	01692D
013C16	016984
013C19	016A60
013C1E	0155E4
013C4F	016B63
013C55	015F52
013C58	019B47
013C68	016B93
013C7F	0158F3
013C87	01549A
013C88	0197F6
013C9C	016BEF
013CAD	016BEF
013CB1	013CB1
013CB2	016C0E
013CB6	016C2F
013CB7	016C2E
013CBE	0196E8
013CC2	016CBF
013CC3	016DEC
013CC5	016D41
013CC8	016C9B
013CD1	016EA2
013CD2	016CD5
013CD9	016D93
013CE0	016FBE
013CED	016D8E
013D05	016D88
013D06	016D78
013D09	016D4E
013D15	016F57
013D1E	016ED4
013D34	016E5B
013D3E	016E24
013D4E	016DA7
013D55	016FA1
013D71	016F02
013D78	017039
013DA4	017092
013DA8	01708B
013DAA	01708B
013DAB	0171CE
013DBB	0170FD
013DBF	013DBF
013DC7	016062
013DCA	01711A
013DD3	01719C
013DD4	017130
013DD6	017167
013DD9	01714E
013DE6	013DE6
013DF1	01718A
013DFB	0165E0
013E00	0170B1
013E01	0171AF
013E02	0171E7
013E09	0171EE
013E15	01652B
013E18	014E07
013E27	019F88
013E3E	017263
013E60	018C5A
013E64	01602F
013E67	013E67
013E6C	013E6C
013E83	0172D7
013E85	017334
013E9A	01736D
013EAB	01866C
013EAE	017397
013EB2	0194AE
013EB3	0173AB
013ECB	01524C
013ECE	01745F
013ED7	017432
013EDD	01524C
013EEE	0174A8
013EF7	013EF7
013F04	017391
013F4D	015769
013F52	017525
013F56	017559
013F57	014EA9
013F5C	017579
013F5E	017559
013F6C	018F90
013F6D	013F6D
013F6F	017566
013F78	01760E
013F84	018B9F
013F8A	017620
013F8C	017663
013FA1	013FA1
013FC2	0175C7
013FCB	017619
013FE2	018000
013FF5	013FF5
013FF7	017CD9
014006	015C3D
01400B	0176D0
01400E	017704
01401F	01401F
014033	014033
014036	014041
014039	01776B
014041	014041
014048	014048
014049	014048
014056	01779C
01405E	017701
014066	0189D1
014079	017765
014093	0189C4
014096	0177F3
01409D	0177FA
0140A1	017825
0140A5	017888
0140AF	0140AF
0140B2	01781D
0140BB	019503
0140CD	015760
0140D8	01787B
0140E0	0178B9
0140E9	017847
0140FA	0178E8
014100	017978
014102	014102
01410C	01918A
014112	017A14
014115	01793E
014122	019F50
01412C	0179FB
01412D	015E74
01413A	017A0A
01413D	017C7C
014147	017C9F
014149	017A0F
014152	014152
01415F	017A47
014160	017A0A
014192	017A76
014197	017A88
0141A0	015BA6
0141A9	0151A5
0141B2	016177
0141BB	017A8D
0141F2	017B74
014230	0168A2
01427C	016599
01428B	017CDA
01429B	01429B
0142B6	017EBC
0142B7	017F01
0142C1	017EE0
0142C4	017F51
0142DC	017DAE
0142DE	017F51
0142E0	018865
0142E7	017D47
0142EF	017DAE
0142F2	017EF3
0142F3	018919
0142F8	014649
0142F9	015E45
014301	014645
014304	017EE0
014307	017D22
014309	017EB2
01430A	017E47
014313	017E41
014315	017E3B
01431B	017E47
01432B	017F06
014337	017D2C
014339	017D45
01433D	017DB5
014342	014342
014345	014345
01434B	01434B
01435E	017F6D
014369	01517B
01436D	017242
014379	017FB6
014385	014385
014393	014393
01439A	01439A
0143A3	01801C
0143AC	0143AC
0143B1	0143AC
0143B9	0195FB
0143BE	017754
0143CA	01804B
0143CB	018083
0143D2	0180D6
0143D4	018098
0143D5	01996A
0143DB	0143DB
0143DD	01819E
0143EF	0175E3
0143F8	019C7C
0143FB	0180FD
01440C	018146
014417	01809A
014421	018110
014433	019C7C
014445	014445
014452	015230
014453	0181FA
014455	019F20
01445B	018210
01445E	01821C
014467	014467
01446D	01446D
014480	014467
014482	016868
014483	019020
014497	01829E
01449D	01449D
0144A2	0144A2
0144A3	0182D2
0144A9	018402
0144AC	0183AB
0144AD	017B49
0144B1	0184B8
0144B6	015929
0144C1	017B49
0144C5	0182B9
0144CA	018323
0144D2	0144D2
0144D6	0185ED
0144D7	018525
0144E6	015178
0144F6	0185FE
0144F7	018347
0144F9	019950
0144FA	01863C
0144FF	0183E1
014502	014502
014509	01849C
01450B	01838E
01450C	01450C
01450D	017B03
014511	014511
014512	0184D3
01451C	01451C
014525	018427
01452F	01452F
014535	01844C
014537	014537
01453A	01453A
014543	01836B
014545	014545
01454F	0183AA
014551	018470
014556	01836A
014559	014559
01455A	018489
01455E	01455E
014560	01855F
014564	018572
014568	0185E4
014569	014569
01456F	0185B8
014574	014574
014578	014578
01457B	01457B
014580	018648
014582	01864A
014586	014586
01458A	01458A
01458B	018650
01458D	018654
01458F	015904
014591	014591
0145A0	018788
0145A3	0186A4
0145A4	01873F
0145A6	0145A6
0145AB	01868C
0145AD	0145AD
0145AE	018801
0145B8	0186FE
0145B9	0186D8
0145BB	018763
0145BD	01870A
0145BF	01870A
0145C5	0145C5
0145CB	0186D1
0145CF	01878B
0145D1	0145D1
0145DC	0145DC
0145E5	0145E5
0145E9	0145E9
0145EA	0187C5
0145EB	0187C6
0145F6	018721
0145FE	0186AC
014601	01883D
014602	014602
014603	0187D4
014607	01868A
01460A	01881B
01460B	014602
01460C	01460C
014610	018844
014613	014613
014614	015580
014619	01536B
01461A	015352
01461C	015DFE
014629	0188A8
01462B	0188BD
01462E	014E27
014631	0188D5
014636	014636
014638	014638
01463F	0188A6
014640	017EF7
014643	014643
014645	014645
014649	014649
01464C	01464C
01464E	01464E
014653	016446
014654	014654
014655	014655
014656	017EF7
014657	018905
014658	014658
01465D	014EB5
01465F	01465F
014661	01464C
01466A	01897B
01466D	018930
014670	018935
014673	01719B
01467A	01899D
014681	014681
014683	014683
01468B	01468B
01468E	01468E
014695	0177D6
014697	014697
014699	014699
01469E	016B79
01469F	016B79
0146A2	0146A2
0146A3	0146A3
0146A6	0146A6
0146A8	0146A8
0146A9	0146A9
0146AE	0146AE
0146B0	018BB9
0146B1	014FE1
0146B2	018BAA
0146B9	018BB9
0146C2	018A83
0146C4	0146C4
0146CC	015555
0146D0	018BCD
0146D1	018C27
0146D2	018FA9
0146D5	018C00
0146D6	018A4D
0146D7	0146D7
0146DB	018A6F
0146DC	018BAF
0146DF	01550A
0146E1	018BDD
0146E6	018BBC
0146E7	018DFB
0146E9	0146E9
0146EC	015555
0146EE	015003
0146FA	018BEB
0146FC	018B6D
014700	014700
014701	018B11
014703	015860
014704	018B18
01470B	01470B
01470C	01470C
01470F	01470F
014715	014715
014718	018B66
01471B	018C17
01471F	018C36
014720	014720
014723	016B23
014729	018B8C
014731	014731
014735	018C49
01473B	018C49
01473F	017AD6
014742	017AD6
014747	018C57
014748	018C5F
01474A	01474A
01474B	01474B
01474F	01474F
014752	014752
014757	018C85
014758	016BC5
014760	017342
014768	018D24
01476A	01476A
01476F	018CA4
014774	018110
01477C	01478D
01477E	018D4B
01477F	018D35
01478B	0156AB
01478D	01478D
014798	014798
01479A	01479A
0147A3	0147A3
0147AC	01900F
0147B0	0147C4
0147BC	017A9C
0147C2	0147C2
0147C3	0147C3
0147C4	0147C4
0147C6	018DF8
0147CC	0147CC
0147CD	0147CD
0147CE	018DB1
0147D2	0147D2
0147D6	018DBE
0147DA	018E11
014801	018DFB
014802	01695A
014806	014806
01480A	015255
01480E	019F8C
014817	014817
014825	018E69
01482A	01482A
01482E	01817E
014830	018E21
014832	018046
014836	015C04
014839	019AB8
014840	015103
014845	018F34
014846	014846
014847	018ECF
01484B	018EDD
01484C	019783
014852	014852
014856	018F7B
014858	014852
014859	018F2C
01485E	01485E
014865	014846
014868	014868
014870	014870
014879	018F7E
01487C	018EE8
01487E	01487E
014884	0167B2
014889	01519C
01489C	015F52
01489F	017531
0148A0	019001
0148A4	018FF0
0148A6	015E05
0148AA	016A47
0148AB	01968F
0148AF	019074
0148B1	0148B1
0148B5	0190E7
0148B7	0190A3
0148BE	0159FA
0148C2	0148C2
0148CC	0190B8
0148DE	019102
0148E0	0148E0
0148E2	0148E2
0148E8	019187
0148EA	0148EA
0148F2	0148F2
0148F4	019157
0148F5	0148F5
0148FD	0148FD
014909	014909
01490D	01490D
01490E	01490E
014918	014918
01491C	01949D
01491E	019217
01491F	019202
014920	019224
014928	0191FD
01492C	01492C
014931	018A93
014939	01953C
014945	017434
014946	017434
014947	014982
01494A	019516
01494F	01494F
014950	01936A
014951	01933D
014955	019405
014956	0194BF
01495A	01521D
014962	0193E7
01496F	01496F
014976	019549
014977	0194E1
01497A	0191FE
01497D	0193FA
014982	014982
014983	01942F
014985	019425
014986	019481
014987	019AFB
014999	015BFA
01499B	0149B6
01499C	0190DA
01499E	0195F0
01499F	017A33
0149A7	01960B
0149A8	019611
0149B6	0149B6
0149B7	017A33
0149CD	019699
0149D5	0157DF
0149D9	019675
0149DC	015858
0149E0	01911F
0149E1	015889
0149E3	019104
0149F8	019E2A
0149FB	019E3D
0149FC	019E44
0149FF	019E4A
014A03	019DC3
014A05	019E69
014A06	019DE9
014A07	0153CC
014A09	019E66
014A0E	019710
014A13	0196F7
014A14	0196F9
014A16	019701
014A19	01972A
014A20	01972D
014A26	0196F1
014A29	017075
014A2A	01973E
014A2B	019721
014A2D	019704
014A2E	0196EA
014A2F	014A2F
014A36	019723
014A37	019730
014A51	019783
014A58	01976A
014A5A	01976A
014A66	019797
014A75	0197D7
014A78	017E19
014A84	01714C
014A87	014A87
014AA0	019F51
014AA2	019F51
014ACD	01982B
014AD9	0198A1
014ADD	0199A5
014AEB	019AC5
014AF0	014AF0
014AF1	0198A5
014AF7	01989A
014B03	0198D2
014B16	014B16
014B17	01626C
014B19	0198BB
014B1A	0198BF
014B1D	014B16
014B24	019961
014B25	019950
014B2A	01998E
014B2E	019974
014B3B	01996F
014B4B	019971
014B4C	0180E1
014B5B	016F89
014B66	01998E
014B6B	017A3D
014B6C	017A3D
014B76	019A90
014B7C	019A90
014B7E	019A6E
014B80	014B80
014B81	019A88
014B83	019A71
014B85	014B85
014B86	0199D3
014B87	019A48
014B88	019A70
014B8B	014B8B
014B90	0199C9
014B9B	019A78
014BB2	019A1C
014BBC	019A4E
014BBF	019A9E
014BC1	019AA1
014BCE	019AAD
014BD0	019AB8
014BD7	019AC0
014BDD	019AD3
014BEF	019AFF
014BF3	01677E
014BFA	019AFA
014C05	01987B
014C09	014C09
014C0B	019B18
014C11	01987B
014C14	014C09
014C19	019218
014C1B	019B32
014C1C	019B32
014C1F	019B42
014C23	019B4D
014C28	019B45
014C2D	014C30
014C30	014C30
014C31	014C31
014C3A	019B6A
014C3F	019B80
014C44	019B6A
014C46	019C66
014C48	019BA8
014C54	019BC8
014C56	019C21
014C58	019BEC
014C5F	01871B
014C70	019C96
014C76	014C76
014C77	014CA3
014C7D	019CB3
014C84	019CD8
014C8B	014C8B
014C8D	019C27
014C9F	019BA3
014CA0	019C06
014CA1	019C0C
014CA2	019C27
014CA3	014CA3
014CA5	019E20
014CA8	019E3F
014CAB	019E20
014CB4	019E29
014CB5	0196C0
014CB7	0167AD
014CC1	014CC1
014CCA	014CC1
014CCC	019E43
014CD2	019E22
014CD8	019E45
014CDC	019D4C
014CE8	0151F0
014CEB	014CEB
014CF6	019E02
014CFC	019E25
014CFD	019E64
014D09	019E6E
014D0A	019E03
014D0B	019E6E
014D0C	019E0F
014D0E	019E13
014D12	019E30
014D13	019CFE
014D14	019D41
014D15	019D37
014D16	019D84
014D17	019DAA
014D18	019DC9
014D21	014E3D
014D25	019E9A
014D3F	014D3F
014D44	019EB7
014D46	014D3F
014D56	014D56
014D5B	014D56
014D5E	019EE5
014D7A	015722
014D87	019F2C
014D9A	019F8B
014DAE	019F91
014E04	014E0A
014E05	014E0B
014E07	014E07
014E08	014E08
014E0A	014E0A
014E0B	014E0B
014E0C	015176
014E0D	014E0D
014E0E	014E0E
014E10	014E10
014E11	014E11
014E13	014E13
014E14	014E14
014E15	014E15
014E16	014E16
014E17	014E16
014E1A	014E1A
014E1B	014E1B
014E1C	014E1C
014E1D	014E1D
014E1F	014E22
014E20	015180
014E21	014E24
014E22	014E22
014E23	019149
014E24	014E24
014E25	014E25
014E26	015E76
014E27	014E27
014E29	014E29
014E2A	014E2A
014E2D	014E2D
014E2E	014E2E
014E30	014E30
014E31	014E31
014E34	014E34
014E39	014E39
014E3A	014E3A
014E3D	014E3D
014E3E	014E3E
014E45	014E45
014E46	014E45
014E48	014E48
014E49	014E49
014E4B	014E4B
014E4C	014E4C
014E50	014E50
014E54	014E54
014E55	01864E
014E57	014E58
014E58	014E58
014E60	014E60
014E61	014E61
014E66	014E66
014E68	0159CB
014E69	017A3D
014E70	014E70
014E71	014E71
014E79	015E72
014E7E	015E72
014E7F	016CBB
014E80	019F9F
014E81	015E72
014E82	014E71
014E83	014E83
014E84	014E84
014E86	014E86
014E89	014E89
014E8A	014E8B
014E8B	014E8B
014E8E	014E8E
014E8F	014E8F
014E91	014E91
014E93	015176
014E94	014E94
014E9A	014E9A
014E9C	014E9A
014E9D	019F50
014E9E	014E9A
014E9F	014E9F
014EA1	014EA1
014EA2	014EA2
014EA5	014EA5
014EA6	014EA6
014EA7	014EA7
014EA9	014EA9
014EAB	014EAB
014EAC	014EAC
014EAF	014EAB
014EB0	014EAC
014EB1	01591C
014EB2	014EB2
014EB3	014EB3
014EB5	014EB5
014EBA	014EBA
014EBC	014EBC
014EBE	014EA1
014EBF	014EBF
014EC1	014EC1
014EC4	014EC4
014EC5	014EC5
014EC6	014EC6
014EC9	014EC9
014ECC	0151B0
014ECE	014ECE
014ED1	014ED1
014ED3	014ED3
014ED9	014ED9
014EDB	014EDB
014EDE	014EDE
014EE1	014EE1
014EE4	014EE4
014EE5	014EE5
014EE6	017707
014EEA	014EEA
014EEC	014EEC
014EED	014EDE
014EEF	017707
014EF7	014EF7
014EFE	014F4E
014EFF	014EFF
014F02	016C9B
014F03	0159A4
014F11	014F11
014F15	01592B
014F16	015E11
014F17	014F17
014F18	014F18
014F19	014F19
014F1A	014F1A
014F1B	014F1B
014F1C	015352
014F1D	014F20
014F1E	014F1E
014F1F	014F1F
014F20	014F20
014F24	014F24
014F25	014F25
014F26	014F26
014F27	014F27
014F29	014FE1
014F2A	014F2A
014F2B	014F2B
014F2E	0152AA
014F35	014F90
014F38	014F38
014F3A	014F3A
014F3C	014F3C
014F40	014F3C
014F44	019163
014F47	014F2B
014F4B	01662D
014F4C	014F4C
014F4E	014F4E
014F53	014F53
014F56	014F56
014F59	014F59
014F5E	014F5E
014F5F	014F5F
014F63	014F63
014F65	014F65
014F72	019169
014F75	014F75
014F7B	014F7B
014F7E	014F7E
014F7F	014F7F
014F81	014F81
014F82	016258
014F83	014F83
014F86	016765
014F88	014F88
014F8B	014F8B
014F8C	019634
014F90	014F90
014F94	014F94
014F96	014ED1
014F9A	014F9A
014FA0	014FA0
014FA3	014FA3
014FA5	014FA5
014FA6	014FA6
014FA7	014FA7
014FA8	014FA8
014FA9	014FA9
014FAA	014FAA
014FAB	014F5E
014FAC	014FAC
014FAD	015C3D
014FAE	014FAE
014FAF	014FAF
014FB3	014FB3
014FB5	014FB5
014FB6	014FA3
014FB7	015C40
014FBD	017537
014FBF	014FBF
014FC1	014FE3
014FC2	017CFB
014FC7	014FC7
014FCA	014FCA
014FCE	014FCE
014FD3	014FD3
014FD6	01500D
014FD9	014FD9
014FDC	014FDC
014FDE	014FDE
014FDF	014FDF
014FE0	014FA0
014FE1	014FE1
014FE3	014FE3
014FE6	014FE6
014FE8	014FE8
014FE9	014FE9
014FEA	014FEA
014FED	014FED
014FEE	014FEE
014FF1	014FF1
014FF5	014FF5
014FFB	015907
015000	014F25
015002	014F75
015003	015003
015005	015352
015006	014FE9
015009	014ED3
01500B	014E2A
01500D	01500D
01500F	01500F
015010	01500F
015011	014EEC
015014	015014
015015	015015
015019	015019
01501A	01501A
01501D	01501D
01501F	01501F
015020	015020
015023	014EFF
015024	01503C
015026	015026
01502B	014F26
01502C	01502C
01502F	01502F
015036	014FF1
015039	014FED
01503A	01503A
01503C	01503C
01503E	01503E
015040	0182F1
015041	0179F0
015045	0150EE
015046	015046
015049	014F1F
015058	014F83
01505E	01505E
015062	0150FD
015069	018D1F
01506A	01903C
01506C	01506C
01506D	01506D
01506F	01506F
015074	014FA7
015075	014FA6
015079	015907
01507A	0154B1
01507B	01507B
01507D	014F2A
01507E	01507E
01507F	01507F
015082	015082
01508C	019A82
01508D	01508D
01508F	01508F
015093	01717D
015096	014F27
015098	014F1E
015099	015907
01509C	01509C
0150A2	015BB6
0150A5	0150A5
0150A7	0150A7
0150A8	0150A8
0150A9	0150A9
0150AA	0150AA
0150AB	0150AB
0150AD	014F63
0150AE	0150AE
0150AF	01506C
