01020003	014E14
015E86	016176
015E92	018358
015E93	015EAB
015E94	015FDC
015E9F	015EC3
015EBB	015EB6
015EE2	015EC3
015EE3	015E83
015EF0	015E81
015EF3	015E81
015EF5	015DE1
015F00	01958B
015F02	017570
015F03	0168C4
015F0D	015F10
015F20	015F35
015F39	015F3E
015F3A	015F37
015F48	015F3E
015F4A	015F37
015F4C	015F25
015F52	015E30
015F55	019332
015F5B	015F5D
015F5C	015F5D
015F5E	015F5D
015F65	015F66
015F7B	015FB9
015F83	015F80
015F91	015F84
015F9E	015F93
015FB5	015FB4
015FB7	015FB3
015FC6	0161B6
015FC8	014EC1
015FCE	014EC1
015FE2	01609F
015FE7	016182
016000	0161D0
016001	01614B
016018	0156FA
016023	015C24
016031	015306
01603B	017DCF
016046	016052
016056	01601D
016060	01602A
016061	01541D
016071	0160A6
016073	0161C7
016076	0160AA
01607C	0160A9
016085	0160A6
01608B	01541D
016091	016016
0160A4	015306
0160AC	0161F8
0160B3	015FB3
0160CA	019A5A
0160E0	016075
0160E1	0160AA
0160E3	017DCF
0160E9	0161F2
0160EA	015FB3
0160EF	016163
0160F1	0160A9
016124	0161A4
01612C	018A34
016133	0160E7
016138	016574
01613B	01905C
01613C	01614E
01613D	01535A
016158	0160E8
016187	0161A9
016190	01601C
016198	01559C
016199	01559C
0161C3	0152E4
0161C9	015FDC
0161D2	0161F6
0161F7	0161D0
0161FC	0160E7
016200	01604B
01620F	01622F
016218	016226
01621D	018CCA
01621E	01621B
016220	0157F4
016230	016226
016232	01622F
016236	016238
016237	016238
01623E	01623B
016251	0164B2
016267	0157F7
016269	0162E1
01626B	016383
01626C	0163DA
01627B	01640D
016285	0162D8
0162A4	018B77
0162A5	015831
0162B8	01631F
0162BB	014F38
0162C2	016255
0162D4	01629C
0162DC	0162DD
0162DF	0164EC
0162E5	0164C1
0162E9	01629E
016302	01639B
016304	0162E1
01630D	016821
016314	0165C5
016315	016442
01631A	01646F
016325	0163EE
016335	015F04
01633E	01631F
016344	016551
01635F	01640D
016362	0163DB
016374	017DCF
01638B	0162B5
0163BB	016414
0163D2	01633F
0163ED	0163B2
0163F7	01633F
0163F9	0180CC
016403	017DCF
016416	0163FA
01641C	01635C
01643C	0162F3
016444	016442
016477	016284
0164C7	01629E
0164CA	016483
0164D1	0163A5
0164D4	0162C5
0164DA	0162E0
0164E7	016319
0164F4	0162E1
0164FF	016458
01651C	01643A
01651D	016442
016536	0153CE
016537	018003
01653D	019812
016548	0152B9
01654C	016575
01654D	0153D9
01654E	016559
016555	0152C5
016558	0153D9
016578	016570
016588	015B66
01658B	01658E
01658D	01899A
0165A9	0165AC
0165B7	0165AD
0165C9	016577
0165E0	017121
0165E3	0165E2
0165F3	017684
0165F6	016642
0165FE	016625
016602	01663B
016618	018A2A
016619	0166C7
01661A	01614E
01661C	01967D
01663E	019855
016649	01664B
016653	016681
016655	016688
01665A	016669
01665D	01663C
01667B	016697
016682	0166AB
01668E	016620
016692	016674
01669C	01666E
0166A7	0166D6
0166C6	0166A6
0166C9	016681
0166D0	01661F
0166FA	0166F9
0166FE	0166FD
016703	014F1A
016712	0180AD
016716	016717
01671E	01671F
016722	01671B
01672F	018853
016740	016BBA
016742	0196D1
016743	016A29
016780	01677E
016781	016975
016784	0169CB
0167B4	0162D0
0167E5	0167FB
0167F0	015948
0167F9	0167FF
0167FA	0162D0
016801	0167F3
016805	0167F5
016807	016A19
016808	01685F
016809	016ADB
01680B	0168DF
01680F	016B04
016811	016A39
016814	015951
016837	0169D8
016852	016851
016865	016A4B
016866	0167A0
01686E	01676F
01687A	0167F3
016896	018C9D
01689D	016761
0168A6	015922
0168C0	01691C
0168C3	0168A8
0168CA	0168CB
0168E7	01685F
016973	016885
016996	017A40
0169A1	017D20
0169A2	0167B6
0169A6	015E79
0169A8	01643E
0169AE	016804
0169D7	016A4B
0169EA	016982
016A02	01697D
016A13	01697C
016A1E	0167A2
016A23	0169D8
016A31	01685C
016A3A	0167A0
016A45	016A21
016A6B	016A2A
016AA2	01691C
016AB4	0167A0
016AFB	01685C
016B0A	016A29
016B22	016B53
016B35	016B3E
016B50	016B27
016B61	016B53
016B65	016B69
016B68	016B69
016B6B	018DDD
016B6C	01524D
016B72	016B73
016B77	016B74
016B78	015E30
016B7A	016B79
016B98	016B8B
016BBC	016BBB
016BC1	016BC0
016BC6	016BB4
016BC9	01533B
016BCF	016BCE
016C14	016C17
016C1B	0196F0
016C23	016C17
016C49	016F22
016C59	016C5A
016C61	016C5A
016C64	016E6F
016C78	016EC2
016C92	016CA1
016C97	016DFB
016C9F	016E9D
016CA6	016DEA
016CDB	016C4E
016CEA	016D99
016CF2	016E08
016CF7	016EDD
016CFD	016CA2
016D01	016F54
016D02	016DB2
016D13	016F2C
016D24	016CC9
016D2F	016F54
016D4A	016FC1
016D4B	016E2C
016D4E	016E08
016D53	016FC3
016D82	015857
016D89	016E09
016DA1	016E26
016DA6	016F64
016DA9	016E0B
016DDA	016D99
016DE8	016D44
016DF5	016E15
016DF8	016E05
016DFA	016D45
016E01	016E15
016E0A	016E15
016E0D	016F2C
016E10	016F38
016E14	016F01
016E34	016E07
016E7C	016D85
016E83	016F70
016E89	016F11
016EAA	016E13
016EAB	016E29
016EAF	019061
016EBC	016E7F
016EDB	016DEB
016EE1	016E80
016EE5	016FEB
016EE8	016D5C
016EEF	016EDE
016EF3	016EF4
016EFF	016E80
016F5B	016F5C
016F80	016E0B
016F81	016E0B
016F82	016F84
016F91	016E9C
016FA4	016CA2
016FD1	01702C
016FD5	016E7F
016FDF	016E08
016FE8	016ECB
016FF1	016D5C
016FF3	016F5C
016FF5	016D5C
017013	016F84
017027	016EDD
017028	01702C
017063	016E7E
01706D	016EC5
01706E	015149
017075	01970A
01707E	01707D
017096	0171C9
017097	015149
0170A4	017167
0170D6	01707D
0170DF	017159
0170E6	017169
0170E7	01713C
0170EC	0171FC
0170ED	0171B1
0170EE	0170C8
017108	017199
017145	01935B
017151	01716E
017155	017199
017161	0171FC
017188	017199
0171C8	01706F
0171D2	01713C
0171DF	0155B6
017210	017089
01722D	014E89
017231	01611B
017232	0170BA
017240	015E8A
017250	019598
01727A	0172A0
017286	017279
017287	015954
0172A7	0172A0
0172B9	017336
0172C0	0172B6
0172F1	017344
0172F9	0172ED
01730E	01731F
01730F	018C5C
017328	01733F
01734E	015968
017368	0172EC
01736D	01737A
017375	01731F
017378	017363
01737B	01732E
017385	015999
0173AF	0174B0
0173B0	0173FE
0173B3	017447
0173BA	0174BD
0173E1	017434
0173E4	015B9D
017439	017434
01743C	0174CA
0174A2	017460
0174C8	017483
0174E1	0157F7
0174E3	015F01
0174EB	0176C6
017501	0174F6
017506	0174F7
01751B	01751C
017522	017523
017524	018564
017535	0196FB
017542	01755D
017544	017559
017546	01755D
01754D	01754C
017563	017B54
01756B	01753B
01756E	01755D
017575	01753B
017576	015F53
01758A	017573
01758F	01758E
017597	017642
0175A1	01760D
0175F3	0175F2
017609	016108
017626	0175E9
01762C	018139
017645	017624
01764F	01761D
017652	016108
017661	0175F4
01767C	01767A
0176B7	019F13
0176BC	019F13
0176CB	019262
0176D0	015869
0176D1	0176E3
0176D6	0184CB
0176D8	0176E4
0176DC	0176D7
0176E1	015C3D
01770E	01793A
017718	01614E
01771E	01771F
01773E	018846
017742	017709
0177A4	0177AC
0177B9	0166D6
0177D6	014695
0177E6	014FAF
0177EB	0177EF
017840	01790E
01784F	017814
01786E	0178BA
01788E	017815
0178BB	0178BA
0178C2	01786B
017920	0178C1
017955	0179D8
01796F	01798E
017978	01798D
0179AA	017985
0179AE	01793C
0179BB	0196E2
0179CA	015E74
0179CC	0179CB
0179CD	017A2E
0179CF	018017
0179EF	017A4D
017A2B	01798F
017A31	0179F0
017A33	017A4F
017A38	0184C4
017A3B	017A32
017A3E	017A3F
017A57	017A42
017A5C	017A2E
017A69	017A4F
017A77	017AAE
017A97	017A93
017AB4	015861
017ABB	017A93
017AC2	015BEE
017AC6	017AAE
017ACA	017A83
017AD2	015947
017ADD	014E26
017ADE	017AF6
017AF8	017AF6
017B03	017BE4
017B14	017B46
017B27	01518A
017B3A	017B8B
017B3C	017C60
017B5E	017B56
017B66	017BA1
017B6D	017B97
017B6F	017BB8
017B80	017C21
017B93	017C59
017BED	017C60
017C7B	01985E
017CAE	017CE7
017CB9	017C8B
017CC1	017CDD
017CC2	017CDD
017CDB	017CD6
017CE3	017CDD
017CFA	017CFE
017D27	017DCA
017D28	017E1B
017D43	015F26
017D55	017D76
017D64	017DDA
017D72	017CF8
017D82	017D71
017D93	017D4C
017D95	017E54
017D98	017E2B
017DA0	017DD1
017DA4	017D39
017DAB	017DDA
017DD0	017E41
017DD6	017DD2
017DDC	017DBF
017DDF	0191CD
017DE3	017E01
017E02	017DCF
017E23	01770C
017E31	017E26
017E3D	017DCF
017E56	015098
017E59	017FFB
017E69	017E04
017E6A	017D75
017E7C	017D99
017E8C	017D9A
017E8E	017E4A
017E96	017E4A
017EA0	017CFE
017EA2	017D05
017EA6	017D04
017EA7	017D1A
017EAA	017D00
017EAC	017DEF
017EAF	017D14
017EB2	017DB1
017EB3	017D0D
017EB5	017E26
017EB7	017D1B
017EB8	017D19
017EB9	017D0B
017EBA	017D21
017EBD	017D10
017EBF	017DDA
017EC0	017D3A
017EC3	017DF4
017EC4	017D44
017EC5	017D33
017EC6	017D30
017EC7	017E54
017EC8	017D42
017ECD	017D39
017ECF	017D4C
017ED3	017D50
017ED8	017D75
017ED9	017D66
017EDC	017D61
017EDD	017D76
017EDE	017D5E
017EDF	017D71
017EE2	017D79
017EE6	017E27
017EE7	017D99
017EE9	017E3E
017EEA	017DD2
017EED	017D9A
017EF3	017E04
017EF4	017DAD
017EF5	017DBF
017EFD	017DBB
017EFF	017DD1
017F01	017DC7
017F13	017DE9
017F14	017DE0
017F16	017DE8
017F18	017E01
017F19	017E09
017F1A	017E1B
017F1D	017E2B
017F29	017E2E
017F2B	017E45
017F2E	017E55
017F32	017E70
017F37	015378
017F3A	016B20
017F3D	019262
017F3E	0174F6
017F51	017DB2
017F57	017F85
017F5A	017F70
017F62	017F77
017F78	017F70
017F82	017F65
017F91	018A98
017F99	017F8E
017FA1	017FA8
017FA3	017FA4
017FCD	0162AB
017FD8	017FF9
017FF1	017FFA
017FF6	017FFA
018011	017AEF
01802F	017A6B
01803B	016065
018040	018077
01804C	018077
01805F	015A7F
018066	018061
01806A	018061
018070	018061
018072	0158F0
01807D	018074
018083	017C9B
018085	017C9B
01808E	0180AF
0180A0	018178
0180A4	01819A
0180BB	0180AF
0180BE	01814E
0180BF	01816B
0180C0	018139
0180C1	018107
0180DC	0152DD
0180F7	0180F8
018103	018106
01810F	0181D3
018111	018133
01812B	018131
018166	018133
018173	01811A
01817E	019A30
018193	018178
0181AC	018106
0181B8	019AC4
0181BD	0180C6
0181DF	0181D3
0181F0	0181ED
0181FA	0153F0
018203	018204
018207	014E0E
018209	016319
01820A	0165E7
01820D	01820E
018216	018217
018218	019928
018221	018239
018229	018239
018230	018266
018241	019020
01824A	018236
018273	018276
018277	018276
01827A	0182B8
018282	017BC0
018288	017F8A
01828C	01828B
018294	015349
0182D0	017B2C
0182F6	0185BE
01831F	017B46
018327	017E6D
018345	017B54
018350	0185A6
018363	016804
01836F	0185AC
01838A	018358
018396	01830E
0183AD	017BC0
0183B2	0184EE
0183B7	017372
0183B9	017469
0183BE	0183BD
0183C4	016771
0183CF	018377
0183EB	0184F3
01841D	01863F
018424	0186CD
018425	0155B6
01842C	014E07
018445	0183F9
018462	0184CB
01846F	0185AC
018483	017BC6
0184DD	0185CD
01853A	0185FA
018545	016F2B
0185B0	0185AB
0185BB	0185FB
0185CF	018535
0185DD	0182B8
0185E5	0185AC
018606	0182A6
01860D	0185AB
01861C	0183CA
018640	0197F2
01864F	01865C
018651	01616E
018655	0151E6
01865B	01865A
01865D	01864E
01865F	0153F7
018689	01868A
0186D3	018786
018728	018776
018735	01870E
01876B	01870D
01878E	01878D
0187A1	01868A
0187A2	0186CD
0187C1	01868A
0187F2	01866B
018829	01870D
018836	018695
01883B	0186EE
018854	018858
01885E	01885B
018864	018863
018865	0188DC
0188AD	018972
0188DD	0188C5
0188E1	0188CF
0188F5	0188F4
018943	018912
01894D	0196D1
018988	016838
018997	014F3A
01899C	01773A
0189BA	01899A
0189BD	0189A7
0189C0	0189B3
0189C1	01898B
0189C2	0189B3
0189C4	01898F
0189C6	018996
0189C8	0189A7
0189C9	01899A
0189E7	0189E3
0189F8	0189E6
018A2B	014FE1
018A76	01916C
018A78	018B0E
018A7A	019298
018A8A	018B04
018AAA	018AAC
018AE9	018B5C
018B20	018B21
018B3F	015632
018B49	018A3C
018B4D	015FDC
018B6F	018A33
018B71	015584
018B7D	018A89
018B80	018AAD
018B8A	015909
018B8E	018B90
018B93	018B72
018BA0	018A00
018BA1	018A08
018BA2	018A02
018BA3	018A03
018BA4	018A8D
018BA8	018A0E
018BA9	018B72
018BAC	018A17
018BAD	018A13
018BAE	018B70
018BB0	018A18
018BB2	018B1B
018BB8	018A31
018BBA	018AD6
018BBC	018A1F
018BBE	018A2D
018BBF	018A2A
018BC1	018A3C
018BC4	018A55
018BC6	018B58
018BC8	018A50
018BC9	018A34
018BCA	018A3A
018BCD	018A5E
018BCF	018A54
018BD1	018A33
018BD5	018A66
018BD7	018A69
018BD8	018A70
018BDA	018AA0
018BDD	018A71
018BDE	018A95
018BE0	018A6E
018BE3	018A63
018BE5	018A72
018BE6	018A73
018BED	018A9E
018BEF	018AA4
018BF1	018A98
018BF4	018AAC
018BF7	018ACB
018BF8	018AF8
018BFA	018AFE
018BFB	018AAD
018BFE	018AB2
018C01	018AB0
018C03	018ABF
018C08	018AC7
018C0B	018B00
018C10	018AE7
018C12	018B01
018C15	018AED
018C18	018AEE
018C1B	018AE6
018C1C	018B0E
018C22	018B1D
018C23	018B21
018C26	018B19
018C28	018B39
018C31	018B5C
018C50	018C4A
018C53	018276
018C54	018276
018C63	018C5C
018C6B	014E88
018C6C	01732A
018C93	01732B
018C9F	0154E1
018CA3	018CB8
018CAD	018CEA
018CAE	015F10
018CB3	015F10
018CE3	0158F2
018CF4	01983C
018D01	016557
018D0A	018CDB
018D11	018D1B
018D12	018CE2
018D1D	018C9D
018D1E	018C9E
018D1F	018CA0
018D21	018CA2
018D22	018CA1
018D23	018CAC
018D24	018CE2
018D25	016557
018D27	018CA8
018D28	018CEA
018D29	018CA9
018D2A	018CAA
018D2B	018CA7
018D2D	018CFC
018D2E	018CAF
018D2F	018CAB
018D30	015F10
018D32	018CC1
018D34	018CBC
018D35	018CB4
018D37	018CB8
018D38	018CBF
018D39	018CBB
018D3A	018CC0
018D3C	018CCA
018D3F	018CC4
018D41	018CC3
018D42	018CC2
018D44	018CC7
018D4B	018CE6
018D4C	018CED
018D4F	018CDE
018D50	018CDC
018D54	018CE0
018D56	01983C
018D5E	018CDB
018D60	018D08
018D63	018D1B
018DAB	018D85
018DC3	018E8D
018E08	01758E
018E10	018DF5
018E28	018E2A
018E34	018E0A
018E64	018E2A
018EB0	014F53
018EC4	018077
018EC6	014F53
018EF0	018F29
018F15	018EFD
018F2D	018EDF
018F49	018EE2
018F66	018ECA
018F68	018ECC
018F69	018ED2
018F6B	018ED4
018F6C	018EE2
018F6E	018F2A
018F6F	018EDF
018F74	018EF8
018F7B	018EFD
018F7D	018F09
018F83	018F03
018F88	018F29
018F89	018F1D
018F90	018F3B
018F93	018F38
018F96	018F44
018F9D	018F9E
018FA2	018FA3
018FA4	018F9E
018FA8	015F01
018FA9	015F01
018FAC	016591
018FAD	018F9E
018FAF	015F01
018FB9	018FBA
018FBD	01907C
018FBE	019054
018FC1	019077
018FC7	01904E
018FCA	018FCE
018FD0	01904B
018FD8	019084
018FDB	019032
018FDC	019060
018FDD	019055
018FDE	019023
018FDF	019045
018FE0	015EFA
018FEC	015F80
018FEF	019003
018FF9	018DE1
019002	019069
019009	019078
01900A	01905C
019012	019013
019029	015954
01903A	019060
019040	01968F
019049	015075
019057	01907A
01905E	019013
019072	019045
019089	018FBA
01908A	018FBA
0190A8	016751
0190AE	0190F5
0190BB	0196A3
0190C4	019699
0190DE	0190CE
019109	0190F7
01910A	0190F7
019115	0190F7
019130	0196A3
019167	01916C
01917F	0191B8
019189	019154
0191AB	01533B
0191BB	01916C
0191C0	0191B8
0191CA	0191C8
0191CB	0191C8
0191E1	0191DC
019206	01925B
01921B	01934B
01921F	0191E3
019292	019203
01929C	018858
0192B3	0192ED
0192EA	018217
019304	019332
019322	0192AD
01934A	01932C
01939A	019318
01939C	0176E4
0193A0	0192FC
0193AD	0193AE
0193BB	019396
01941F	019415
019435	019244
019444	0192F3
01945B	019271
019473	019375
019488	0191DD
019493	0191E3
019498	019203
01949D	01920D
0194A2	0192FC
0194B1	0192AD
0194B5	019262
0194B9	019238
0194C1	019244
0194C3	019234
0194C5	01925B
0194CF	019276
0194DC	019285
0194E3	019291
0194ED	019298
0194F3	019283
0194F6	019280
0194F8	0192F3
0194FA	018217
019501	019396
019505	01934B
019510	0192ED
019519	01932F
019522	01932E
019524	019318
019526	019326
01952D	019320
01952E	019375
01953B	01935B
019547	0193AE
01955C	0193E1
01956A	0193F9
019578	019577
01957F	019577
019587	019589
01959E	0195A2
0195B1	0195B2
0195B7	016BBA
0195D7	0195A2
0195DC	0195A2
0195E8	019580
0195ED	019589
0195EE	01554F
0195F2	019591
0195F4	019593
0195F8	019598
0195FB	01805E
019600	0195A5
019601	0195A3
019605	0195B2
01960A	0195B6
01961F	01968A
019633	01967D
019634	019670
019635	019663
019636	01968E
019645	01969B
019646	019678
019648	019673
019669	01967A
019677	019665
01967F	0172ED
019684	015824
019690	0196A0
01969F	019699
0196A8	01968F
0196AA	01967A
0196B1	0196A0
0196B6	0196B7
0196B8	0196B7
0196BA	019DB4
0196BE	0196E3
0196D9	0153CC
0196DC	0196D1
0196DE	019D8F
0196DF	015DB2
0196E0	018B90
0196E7	0196C6
0196FA	019727
0196FE	019727
019717	0196F6
01971A	019727
01971B	01970A
019736	016EC2
019738	018987
019748	01970A
019751	019752
01975C	019759
019775	017D10
019795	01786C
0197BE	019774
0197DB	0197B4
0197E9	0197D3
0197F5	0197FB
01980B	019867
01981F	01984D
01984F	019854
01986F	019855
019876	019802
019877	019803
019879	019805
01987A	019806
01987B	019808
01987D	019811
01987E	019867
01987F	019813
019881	019812
019884	019810
019886	019818
01988A	019830
019891	01983B
019898	01984C
01989A	01984E
01989C	019854
01989D	01984D
0198B1	0153F0
0198CE	0198A8
0198DC	017FFB
0198DE	0198DB
0198EC	01990A
0198EE	0198F2
0198F0	0198EF
019901	0198EA
01991D	0198FE
019920	019905
019939	017CD6
019951	0198E2
019963	0198DF
019965	0198E2
01996A	0198EA
01996D	0198EF
01996E	0198F2
019970	0198FE
019971	0198FD
019972	0198FC
019975	01990C
01997C	019905
01997F	019913
019986	019928
0199B1	0199C4
0199C8	0199C6
0199E1	017F75
0199E6	019A30
019A10	019A13
019A37	019A12
019A45	0199C6
019A57	019A13
019A5B	0199C5
019A6C	0199AC
019A6E	0199C4
019A71	0199C6
019A79	0199D2
019A7B	0199D0
019A7F	0199C5
019A82	017F75
019A86	0199F1
019A8C	019A13
019A91	019A0E
019A9A	019A12
019AD3	019AC4
019AD4	014F53
019AD9	019AD8
019AE3	015023
019AEE	019AEA
019B25	0195D8
019B2A	0195D8
019B2D	0195D8
019C7C	019B5A
019C9C	019BAE
019CB8	019BE8
019CDE	019C57
019DC4	019D8F
019E16	019DB4
019E1F	019CE5
019E21	019D8F
019E23	019CF4
019E64	019DB4
019E7D	015869
019E90	019E9F
019EA2	017F9A
019EA5	019EA6
019EB5	019EBA
019EC3	019EC4
019ED1	019ED2
019ED8	019ED9
019EDE	0170B9
019EE8	01515A
019EFE	019EFD
019F05	018718
019F14	019F13
019F45	0155C5
019F4A	016589
019F4B	01658E
019F4F	0197F2
019F50	016589
019F51	0197F2
019F52	016B6F
019F61	019F62
019F7F	016B6F
019F84	019F62
019F8D	017ADC
019F99	017ADC
019F9C	014E80
019F9F	014E80
01F901	0166F4
01F902	018ECA
01F904	016ED1
01F905	014E32
01F906	0153E5
01F907	014E80
01F908	014E80
01F909	015951
01F90A	0191D1
01F90B	015587
01F90C	015948
01F90D	0161F6
01F90F	017F85
01F910	01863F
01F911	0187BA
01F914	01697D
01F915	016D1B
01F919	01916A
01F91A	0199F1
01F91B	014E71
01F91C	015375
01F91D	016B04
01F91F	01862D
01F921	015D50
01F922	016FEB
01F923	0185CD
01F928	015ECA
01F929	016717
01F92A	016D6A
01F92B	0172FC
01F92C	0190CE
01F92D	016765
01F92E	0151B7
01F92F	0152B4
01F932	017089
01F934	018001
01F935	0182A6
01F936	01865C
01F937	018DEF
01F93B	01788C
01F93D	017DD1
01F93F	019332
01F940	019E7F
01F941	018AD6
01F943	015F04
01F944	017C60
01F948	018CC2
01F949	0196F7
01F94A	015841
01F94C	01697C
01F94D	016D99
01F94F	017D2F
01F956	017A1C
01F958	0183F1
01F959	019675
01F95A	018AAD
01F95C	01697D
01F95D	018AFE
01F95E	014E39
01F95F	015BE7
01F960	016012
01F961	017387
01F962	017570
01F963	015317
01F965	014FBF
01F966	015FA9
01F967	014E0D
01F968	016CCC
01F969	016570
01F96A	017D22
01F96B	0153C2
01F96D	017701
01F96E	018449
01F96F	018AAC
01F970	016BBA
01F972	016C88
01F973	0162FE
01F974	0182E5
01F977	014EAE
01F978	014E21
01F979	016DBC
01F97B	017CE7
01F97C	01826F
01F97E	0191CF
01F97F	0152B1
01F980	015442
01F981	015973
01F983	0165C5
01F988	019E97
01F98A	01529B
01F98B	0166A6
01F98C	016B74
01F98E	015E74
01F98F	01601C
01F990	01604B
01F995	015E74
01F996	017DF4
01F999	0184EE
01F99A	019023
01F99B	01932C
01F99C	015217
01F99D	0152A3
01F99E	0154BD
01F99F	0170C8
01F9A0	0188C2
01F9A1	018AAC
01F9A2	015EC9
01F9A3	015FF5
01F9A4	01637B
01F9A7	01731F
01F9A8	014EE4
01F9A9	0156F9
01F9AA	015BE7
01F9AB	015DBA
01F9AC	01601C
01F9AD	0173B2
01F9AE	017469
01F9AF	017F9A
01F9B0	018046
01F9B1	019234
01F9B2	0196F6
01F9B3	01970A
01F9B4	019818
01F9B5	014F8B
01F9B6	01793C
01F9B7	0191B4
01F9B8	0196B7
01F9B9	0160AA
01F9BA	014E86
01F9BB	0150DA
01F9BC	015BEE
01F9BD	015C3F
01F9BE	016599
01F9BF	01697D
01F9C0	0171CE
01F9C1	017642
01F9C2	0184FC
01F9C3	01907C
01F9C4	017ADC
01F9C5	016688
01F9C6	01962E
01F9C7	015289
01F9C9	0167F3
01F9CA	016D41
01F9CB	016E9C
01F9CC	017409
01F9CD	017559
01F9CE	01786B
01F9CF	017D10
01F9D0	01985E
01F9D1	01516D
01F9D2	01622E
01F9D3	019678
01F9D4	01502B
01F9D5	015D19
01F9D6	016DEA
01F9D7	018F2A
01F9D8	015F8B
01F9D9	016144
01F9DA	016817
01F9DB	017387
01F9DC	019686
01F9DD	015229
01F9DE	01540F
01F9DF	015C65
01F9E0	016613
01F9E1	01674E
01F9E2	0168A8
01F9E3	016CE5
01F9E4	017406
01F9E5	0175E2
01F9E6	017F79
01F9E7	0188CF
01F9E8	0188CF
01F9E9	0191CC
01F9EA	0196E2
01F9EB	01533F
01F9EC	016EBA
01F9ED	01541D
01F9EE	0171D0
01F9EF	017498
01F9F0	0185FA
01F9F1	0196A3
01F9F2	019C57
01F9F3	019E9F
01F9F4	016797
01F9F5	016DCB
01F9F6	0181E8
01F9F7	017ACB
01F9F8	017B20
01F9F9	017C92
01F9FA	0172B6
01F9FB	017099
01F9FC	018B58
01F9FD	014EC0
01F9FE	018336
01F9FF	01523A
01FA00	015207
01FA01	015EA6
01FA02	0162D3
01FA03	017CD6
01FA04	015B85
01FA05	016D1E
01FA06	0166B4
01FA07	018F3B
01FA08	01884C
01FA09	01964D
01FA0A	01898B
01FA0B	015ED3
01FA0C	015140
01FA10	01585A
01FA11	015D0E
01FA12	016674
01FA15	017199
01FA16	01732A
01FA17	0176CA
01FA18	01793C
01FA19	01795E
01FA1A	017965
01FA1B	01798F
01FA1C	019756
01FA1D	017CBE
01FA1E	017FBD
01FA22	018AF8
01FA25	019038
01FA26	0190FD
01FA2A	0198EF
01FA2B	0198FC
01FA2C	019928
01FA2D	019DB4
01FA2E	0190CE
01FA2F	0196B7
01FA30	014FAE
01FA31	0150E7
01FA32	01514D
01FA33	0152C9
01FA34	0152E4
01FA35	015351
01FA36	01559D
01FA37	015606
01FA38	015668
01FA39	015840
01FA3A	0158A8
01FA3B	015C64
01FA3C	015C6E
01FA3D	016094
01FA3E	016168
01FA3F	01618E
01FA40	0161F2
01FA41	01654F
01FA42	0165E2
01FA43	016691
01FA44	016885
01FA45	016D77
01FA46	016E1A
01FA47	016F22
01FA48	01716E
01FA4A	017422
01FA4B	017891
01FA4C	01793E
01FA4D	017949
01FA4E	017948
01FA4F	017950
01FA50	017956
01FA51	01795D
01FA52	01798D
01FA53	01798E
01FA54	017A40
01FA55	017A81
01FA56	017BC0
01FA57	017DF4
01FA58	017E09
01FA59	017E41
01FA5A	017F72
01FA5B	018005
01FA5C	0181ED
01FA5D	018279
01FA5E	018279
01FA5F	018457
01FA60	018910
01FA61	018996
01FA62	018B01
01FA63	018B39
01FA64	018CD3
01FA65	018D08
01FA66	018FB6
01FA67	019038
01FA68	0196E3
01FA69	0197FF
01FA6A	01983B
01FA6B	016075
01FA6C	017199
01FA6D	019928
01FA70	014E26
01FA71	016CC1
01FA72	015168
01FA74	015145
01FA75	015180
01FA76	0152C7
01FA77	0152FA
01FA78	01559D
01FA7A	015599
01FA7C	01585A
01FA7D	0158B3
01FA7E	015944
01FA7F	015954
01FA80	015A62
01FA84	015F69
01FA85	015FAD
01FA86	0160D8
01FA87	01614E
01FA88	016108
01FA89	01618E
01FA8B	0161F2
01FA8C	016234
01FA8D	0163C4
01FA8E	01635C
01FA90	016556
01FA91	016674
01FA92	016717
01FA93	01671B
01FA94	016756
01FA95	016B79
01FA96	016BBA
01FA97	016D41
01FA98	016DEB
01FA99	016ECB
01FA9A	016F22
01FA9B	01701E
01FA9C	01716E
01FA9D	0177A7
01FA9E	017235
01FA9F	0172AF
01FAA0	01732A
01FAA1	017471
01FAA2	0174F7
01FAA3	01753B
01FAA4	01761D
01FAA5	01761F
01FAA6	0176CA
01FAA7	0176DB
01FAA8	0176F4
01FAA9	01774A
01FAAA	017740
01FAAD	017BC0
01FAAE	01985E
01FAAF	017D5B
01FAB0	017DF4
01FAB1	0174F6
01FAB2	018005
01FAB3	018352
01FAB4	0183EF
01FAB6	018941
01FAB7	018986
01FAB8	018996
01FAB9	018ABF
01FABA	018AF8
01FABB	018ACB
01FABC	018B01
01FABD	018AFE
01FABE	018AED
01FABF	018B39
01FAC0	015909
01FAC1	018D08
01FAC2	018F38
01FAC3	019045
01FAC5	019276
01FAC6	01967C
01FAC7	0196E3
01FAC8	019756
01FAC9	0197B4
01FACA	0197FF
01FACB	019867
01FACC	01983B
01FACD	019B12
01FACE	014E80
01FAD4	014039
01FAD8	019F43
